id_establecimiento,descripcion,estado,fecha_alta,fecha_ultima_modificacion,id_usuario,id_localidad,id_direccion,id_tipo_establecimiento,id_jurisdiccion,cod_dominio,fecha_baja
113,CESAC 13,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,113,5,1,2.16.840.1.113883.2.10.27,
114,CESAC 14,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,2982,5,1,2.16.840.1.113883.2.10.27,
115,CESAC 15,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,115,5,1,2.16.840.1.113883.2.10.27,
116,CESAC 16,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,116,5,1,2.16.840.1.113883.2.10.27,
93,CESAC 17,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,106,5,2,2.16.840.1.113883.2.10.27,
117,CESAC 18,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,117,5,1,2.16.840.1.113883.2.10.27,
118,CESAC 19,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,118,5,1,2.16.840.1.113883.2.10.27,
103,CESAC 2,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,103,5,1,2.16.840.1.113883.2.10.27,
119,CESAC 20,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,224,5,1,2.16.840.1.113883.2.10.27,
120,CESAC 21,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,120,5,1,2.16.840.1.113883.2.10.27,
121,CESAC 22,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,121,6,1,2.16.840.1.113883.2.10.27,
122,CESAC 23,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,2761,6,1,2.16.840.1.113883.2.10.27,
123,CESAC 24,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,123,6,1,2.16.840.1.113883.2.10.27,
131,CESAC 25,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,131,5,1,2.16.840.1.113883.2.10.27,
55,CESAC 26,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,55,5,1,2.16.840.1.113883.2.10.27,
132,CESAC 27,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,132,5,1,2.16.840.1.113883.2.10.27,
133,CESAC 28,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,133,6,1,2.16.840.1.113883.2.10.27,
124,CESAC 29,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,10,6,1,2.16.840.1.113883.2.10.27,
104,CESAC 3,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,104,5,1,2.16.840.1.113883.2.10.27,
125,CESAC 30,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,125,5,1,2.16.840.1.113883.2.10.27,
126,CESAC 31,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,191,6,1,2.16.840.1.113883.2.10.27,
127,CESAC 32,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,127,6,1,2.16.840.1.113883.2.10.27,
56,CESAC 33,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,56,6,1,2.16.840.1.113883.2.10.27,
57,CESAC 34,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,57,6,1,2.16.840.1.113883.2.10.27,
134,CESAC 35,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,134,5,1,2.16.840.1.113883.2.10.27,
128,CESAC 36,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,128,6,1,2.16.840.1.113883.2.10.27,
158,CESAC 37,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,158,6,1,2.16.840.1.113883.2.10.27,
135,CESAC 38,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,135,6,1,2.16.840.1.113883.2.10.27,
136,CESAC 39,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,136,5,1,2.16.840.1.113883.2.10.27,
105,CESAC 4,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,105,6,1,2.16.840.1.113883.2.10.27,
137,CESAC 40,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,137,6,1,2.16.840.1.113883.2.10.27,
129,CESAC 41,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,129,5,1,2.16.840.1.113883.2.10.27,
157,CESAC 43,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,157,5,1,2.16.840.1.113883.2.10.27,
138,CESAC 44,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,138,6,1,2.16.840.1.113883.2.10.27,
139,CESAC 45,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,139,6,1,2.16.840.1.113883.2.10.27,
163,CESAC 47,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,163,5,1,2.16.840.1.113883.2.10.27,
212,CESAC 48,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,212,6,1,2.16.840.1.113883.2.10.27,
106,CESAC 5,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,106,6,1,2.16.840.1.113883.2.10.27,
107,CESAC 6,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,225,6,1,2.16.840.1.113883.2.10.27,
108,CESAC 7,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,108,6,1,2.16.840.1.113883.2.10.27,
109,CESAC 8,A,2019-08-20 00:00:00,2021-05-10 19:42:10,1,1.0,109,5,1,2.16.840.1.113883.2.10.27,
54,CESAC 9,A,2019-08-20 00:00:00,2019-08-20 00:00:00,1,1.0,54,6,1,2.16.840.1.113883.2.10.27,
1,HOSPITAL GENERAL DE AGUDOS,B,2018-11-21 17:06:05,2018-11-21 17:06:05,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,2020-07-14 11:55:15
2,HOSP. DE PEDIATRIA DR. JUAN P. GARRAHAM,A,2017-07-27 18:36:22,2017-07-27 18:36:22,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
7,BARRIO 15,B,2020-05-27 20:51:23,2020-05-27 20:51:23,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,2020-07-14 11:54:57
36,HOSPITAL ODONTOLOGICO DR. RAMON CARRILLO,A,2018-10-31 17:58:01,2018-10-31 17:58:01,1,1.0,36,2,1,2.16.840.1.113883.2.10.27,
37,COORDINACION GENERAL COPS MINISTERIO DE SALUD,B,2019-07-04 10:31:32,2019-07-04 10:31:32,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,2020-07-14 12:01:43
38,CGPC Nº 1,A,2010-09-09 08:37:44,2010-09-09 08:37:44,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
39,CGPC Nº 2,A,2010-09-09 08:37:29,2010-09-09 08:37:29,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
40,CGPC Nº 3,A,2010-09-09 08:37:15,2010-09-09 08:37:15,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
41,CGPC N° 6,A,2010-09-09 08:37:02,2010-09-09 08:37:02,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
42,CGPC N° 14,A,2010-09-09 08:36:47,2010-09-09 08:36:47,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
43,CGPC N° 12,A,2010-09-09 08:36:32,2010-09-09 08:36:32,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
44,CGPC N° 13,A,2010-09-09 08:36:20,2010-09-09 08:36:20,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
45,CGPC N° 10,A,2010-09-09 08:36:07,2010-09-09 08:36:07,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
46,CGPC N° 7,A,2010-09-09 08:35:38,2010-09-09 08:35:38,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
47,CGPC N° 4,A,2010-09-09 08:35:25,2010-09-09 08:35:25,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
48,CGPC N° 4 - SUBSEDE,A,2010-09-09 08:35:12,2010-09-09 08:35:12,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
49,CGPC N° 5,A,2010-09-09 08:35:00,2010-09-09 08:35:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
50,CGPC N° 8,A,2010-09-09 08:33:00,2010-09-09 08:33:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
51,CGPC N° 9,A,2015-04-01 17:14:31,2015-04-01 17:14:31,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
52,CGPC N° 11,A,2010-09-09 08:34:33,2010-09-09 08:34:33,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
53,CGPC N° 15,A,2010-09-09 08:34:19,2010-09-09 08:34:19,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
59,CAMPAÑA COMUNAS,B,2010-12-27 11:32:12,2010-12-27 11:32:12,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
60,CAMPAÑA COMUNICACION,B,2010-12-27 11:32:25,2010-12-27 11:32:25,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
61,CAMPAÑA EDUCACIÓN,B,2011-02-22 10:31:29,2011-02-22 10:31:29,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
62,CAMPAÑA CIUDADANÍA PORTEÑA,B,2011-02-22 10:32:17,2011-02-22 10:32:17,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
63,CAMPAÑA TICKET SOCIAL,B,2011-02-22 10:33:54,2011-02-22 10:33:54,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
64,CAMPAÑA COLONIAS,B,2011-02-22 10:34:26,2011-02-22 10:34:26,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
65,SAME,B,2019-09-30 23:15:35,2019-09-30 23:15:35,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
66,HOSPITAL AMEGHINO,A,2017-07-27 12:57:43,2017-07-27 12:57:43,1,1.0,3,2,1,2.16.840.1.113883.2.10.27,
67,VILLA 31,B,2011-03-02 12:03:18,2011-03-02 12:03:18,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
68,POLICÍA METROPOLITANA,A,2020-07-05 11:43:36,2020-07-05 11:43:36,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
69,HOSPITAL DRA. CECILIA GRIERSON,A,2018-09-11 14:23:42,2018-09-11 14:23:42,1,1.0,69,2,1,2.16.840.1.113883.2.10.27,
70,SERVICIO SOCIAL ZONAL 8,A,2011-08-08 14:16:37,2011-08-08 14:16:37,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
71,SERV SOC ZONAL 4 OESTE,A,2011-09-08 13:36:11,2011-09-08 13:36:11,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
72,SERVICIO SOCIAL ZONAL N° 13,A,2011-10-27 11:56:10,2011-10-27 11:56:10,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
73,SERVICIO SOCIAL ZONAL 3,A,2011-09-16 12:07:26,2011-09-16 12:07:26,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
74,SERVICIO SOCIAL ZONAL 5,A,2011-09-16 12:08:06,2011-09-16 12:08:06,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
75,SERVICIO SOCIAL ZONAL N° 12,A,2011-10-27 12:00:21,2011-10-27 12:00:21,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
76,SERVICIO SOCIAL ZONAL 7,A,2011-10-27 14:06:28,2011-10-27 14:06:28,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
77,SERVICIO SOCIAL ZONAL 6,A,2011-10-28 17:59:14,2011-10-28 17:59:14,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
79,SERVICIO SOCIAL ZONAL 11,A,2011-10-28 18:28:49,2011-10-28 18:28:49,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
80,SERVICIO SOCIAL ZONAL 9,A,2011-10-31 09:09:51,2011-10-31 09:09:51,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
81,SERVICIO SOCIAL ZONAL 1,A,2011-11-01 12:12:30,2011-11-01 12:12:30,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
82,SERVICIO SOCIAL ZONAL 10,A,2011-11-02 16:28:39,2011-11-02 16:28:39,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
83,SERVICIO SOCIAL ZONAL 15,A,2011-11-02 16:29:05,2011-11-02 16:29:05,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
84,SERVICIO SOCIAL ZONAL 4 ESTE,A,2011-11-04 15:49:00,2011-11-04 15:49:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
85,SERVICIO SOCIAL ZONAL 14,A,2011-11-11 13:22:58,2011-11-11 13:22:58,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
86,CGCP N° 9 SUBSEDE,A,2011-12-29 11:02:44,2011-12-29 11:02:44,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
87,MINISTERIO DE SALUD - CARLOS PELLEGRINI,A,2020-06-25 18:31:07,2020-06-25 18:31:07,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
88,CENTRO INTEGRAL DE EVALUACION Y ORIENTACION DE LA DISCAPACIDAD,A,2018-11-21 17:10:15,2018-11-21 17:10:15,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
89,ESTACIONES SALUDABLES,A,2012-09-21 11:04:55,2012-09-21 11:04:55,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
90,PORTALES,B,2012-09-21 11:07:11,2012-09-21 11:07:11,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
91,CENTRO DE PRIMERA INFANCIA,A,2012-09-21 11:11:27,2012-09-21 11:11:27,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
92,ESCUELAS,B,2012-09-21 11:11:20,2012-09-21 11:11:20,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
94,C.O.I. Nº 1,A,2017-07-27 10:44:38,2017-07-27 10:44:38,1,1.0,3,6,1,2.16.840.1.113883.2.10.27,
95,C.O.I. Nº 4,B,2017-07-27 10:44:38,2017-07-27 10:44:38,1,1.0,3,6,2,2.16.840.1.113883.2.10.27,
96,CENTRO DE SALUD MENTAL Nº 1,A,2017-07-27 10:44:38,2017-07-27 10:44:38,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
130,PROGRAMA SUMAR,B,2017-04-10 21:44:10,2017-04-10 21:44:10,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
140,COBERTURA PORTEÑA HOSPITAL PENNA,B,2018-11-21 17:17:50,2018-11-21 17:17:50,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
141,COBERTURA PORTEÑA HOSPITAL ALVAREZ,B,2018-11-21 17:11:06,2018-11-21 17:11:06,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
142,COBERTURA PORTEÑA HOSPITAL ARGERICH,B,2018-11-21 17:16:47,2018-11-21 17:16:47,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
143,COBERTURA PORTEÑA HOSPITAL DURAND,B,2018-11-21 17:17:17,2018-11-21 17:17:17,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
144,COBERTURA PORTEÑA HOSPITAL PIÑERO,B,2018-11-21 17:18:35,2018-11-21 17:18:35,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
145,COBERTURA PORTEÑA HOSPITAL PIROVANO,B,2018-11-21 17:18:48,2018-11-21 17:18:48,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
146,COBERTURA PORTEÑA HOSPITAL RAMOS MEJÍA,B,2018-11-21 17:19:02,2018-11-21 17:19:02,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
147,COBERTURA PORTEÑA HOSPITAL RIVADAVIA,B,2018-11-21 17:19:17,2018-11-21 17:19:17,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
148,COBERTURA PORTEÑA HOSPITAL SANTOJANNI,B,2018-11-21 17:19:28,2018-11-21 17:19:28,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
149,COBERTURA PORTEÑA HOSPITAL TORNU,B,2018-11-21 17:19:39,2018-11-21 17:19:39,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
150,COBERTURA PORTEÑA HOSPITAL VELEZ,B,2018-11-21 17:19:49,2018-11-21 17:19:49,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
151,COBERTURA PORTEÑA HOSPITAL ZUBIZARRETA,B,2018-11-21 17:20:00,2018-11-21 17:20:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
152,SERVICIO SOCIAL ZONAL 2,A,2015-05-14 11:06:15,2015-05-14 11:06:15,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
153,CONSULTORIOS MEDICINA LABORAL - RAWSON (EX HOSPITA,A,2018-11-21 17:20:49,2018-11-21 17:20:49,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
154,COBERTURA PORTEÑA HOSPITAL FERNANDEZ,B,2018-11-21 17:17:33,2018-11-21 17:17:33,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
155,ESTERILIZACIÓN RAMOS MEJÍA,B,2018-11-21 17:26:11,2018-11-21 17:26:11,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
159,CESAC 8,B,2016-10-03 08:21:33,2016-10-03 08:21:33,1,1.0,3,2,1,2.16.840.1.113883.2.10.27,2022-05-04 08:20:23
160,ENTE AUTARQUICO INSTITUTO TRASPLANTE,A,2017-07-27 18:57:56,2017-07-27 18:57:56,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
161,CESAC N° 13,A,2017-10-09 13:28:51,2017-10-09 13:28:51,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
162,CESAC N° 13,B,2018-11-21 17:29:16,2018-11-21 17:29:16,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
164,AREA PROGRAMATICA HOSPITAL SANTOJANNI,B,2018-11-21 17:23:26,2018-11-21 17:23:26,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
165,AREA PROGRAMATICA HOSPITAL PENNA,B,2018-11-21 17:22:37,2018-11-21 17:22:37,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
166,AREA PROGRAMATICA HOSPITAL ARGERICH,B,2018-11-21 17:22:00,2018-11-21 17:22:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
167,AREA PROGRAMATICA HOSPITAL PIÑERO,B,2018-11-21 17:23:00,2018-11-21 17:23:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
168,AREA PROGRAMATICA HOSPITAL FERNANDEZ,B,2018-11-21 17:23:56,2018-11-21 17:23:56,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
169,AREA PROGRAMATICA HOSPITAL DURAND,B,2018-11-21 17:22:21,2018-11-21 17:22:21,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
170,AREA PROGRAMATICA HOSPITAL VELEZ SARSFIELD,B,2018-11-21 17:25:13,2018-11-21 17:25:13,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
171,AREA PROGRAMATICA RAMOS MEJIA,B,2018-11-21 17:25:47,2018-11-21 17:25:47,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
172,AREA PROGRAMATICA HOSPITAL PIROVANO,B,2018-11-21 17:26:31,2018-11-21 17:26:31,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
173,AREA PROGRAMATICA HOSPITAL TORNU,B,2018-11-21 17:27:32,2018-11-21 17:27:32,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
174,AREA PROGRAMATICA HOSPITAL ALVAREZ,B,2018-11-21 17:21:41,2018-11-21 17:21:41,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
175,AREA PROGRAMATICA HOSPITAL ZUBIZARRETA,B,2018-11-21 17:27:53,2018-11-21 17:27:53,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
176,CENTRO ODONTOLÓGICO INFANTIL N° 4,A,2017-12-12 13:11:00,2017-12-12 13:11:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
177,UNIDAD SANITARIA MOVIL,A,2018-04-16 23:52:59,2018-04-16 23:52:59,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
178,ADOP - ATENCIÓN DOMICILIARIA DE PACIENTES PSIQUIÁT,B,2018-06-09 13:27:38,2018-06-09 13:27:38,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
181,CLUB SAN LORENZO,A,2020-05-11 10:05:19,2020-05-11 10:05:19,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
182,RESIDENCIA WARNES,A,2018-09-02 20:57:14,2018-09-02 20:57:14,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
210,CENTRO MEDICO BARRIAL Nº 11,A,2019-10-02 13:24:48,2019-10-02 13:24:48,1,1.0,3,2,1,2.16.840.1.113883.2.10.27,
213,INMUNIZACIONES,B,2019-01-05 08:20:23,2019-01-05 08:20:23,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
214,CONSULTORIOS PARTICULARES,A,2019-01-11 13:10:57,2019-01-11 13:10:57,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
215,RESIDENCIA GORRITI,A,2019-02-20 20:25:35,2019-02-20 20:25:35,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
216,CESAC 49,A,2019-09-13 13:21:56,2019-09-13 13:21:56,1,1.0,3,5,1,2.16.840.1.113883.2.10.27,
217,CONSULTORIOS PARTICULARES ZUBIZARRETA,A,2019-08-28 14:50:17,2019-08-28 14:50:17,1,1.0,3,10,2,2.16.840.1.113883.2.10.27,
219,HOTEL ESCORIAL,B,2020-03-22 20:39:12,2020-03-22 20:39:12,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
220,HOTEL PRESIDENTE,B,2020-03-22 20:55:59,2020-03-22 20:55:59,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
221,HOTEL PANAMERICANO,B,2020-03-22 20:41:57,2020-03-22 20:41:57,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
222,HOTEL CYAN AMERICAS,B,2020-03-22 20:56:25,2020-03-22 20:56:25,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
223,HOTEL GRAN VIEW,B,2020-03-22 20:45:42,2020-03-22 20:45:42,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
224,HOTEL DECO RECOLETA,B,2020-03-22 20:50:06,2020-03-22 20:50:06,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
225,HOTEL IBIS CONGRESO,B,2020-03-22 20:57:23,2020-03-22 20:57:23,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
226,HOTEL CYAN TOWER,B,2020-03-22 20:52:34,2020-03-22 20:52:34,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
227,HOTEL BA CENTRAL,B,2020-03-22 20:57:03,2020-03-22 20:57:03,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
228,HOTEL IBIS FLORIDA,B,2020-03-22 20:55:03,2020-03-22 20:55:03,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
229,BARRIO 31,B,2020-05-27 20:49:40,2020-05-27 20:49:40,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
230,BARRIO 21-24,B,2020-05-15 19:41:05,2020-05-15 19:41:05,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
231,BARRIO 20,B,2020-05-22 20:17:18,2020-05-22 20:17:18,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
232,DIRECCIÓN GENERAL DE SALUD MENTAL,B,2020-06-23 13:45:22,2020-06-23 13:45:22,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
233,SUBSECRETARÍA DE PLANIFICACIÓN,B,2020-07-04 01:04:21,2020-07-04 01:04:21,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
234,BARRIO CARRILLO,B,2020-06-20 11:21:59,2020-06-20 11:21:59,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
235,BARRIO BALVANERA,A,2020-06-19 22:05:31,2020-06-19 22:05:31,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
236,PERSONAL MINISTERIO DE SALUD,B,2020-06-23 18:28:33,2020-06-23 18:28:33,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
237,AP HOTELES,B,2020-06-30 15:43:01,2020-06-30 15:43:01,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
238,PERSONAL SAME - TESTS COVID,B,2020-06-30 19:35:52,2020-06-30 19:35:52,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
239,POLICÍA DE LA CIUDAD,A,2020-07-05 11:49:54,2020-07-05 11:49:54,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
240,MINISTERIO DE DESARROLLO HUMANO,A,2020-07-08 15:24:50,2020-07-08 15:24:50,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
241,MINISTERIO DE TRANSPORTE,A,2020-07-10 14:23:29,2020-07-10 14:23:29,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
242,SUBSECRETARÍA DE 3RA EDAD,B,2020-07-10 14:26:32,2020-07-10 14:26:32,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
268,SANATORIO DR. JULIO MENDEZ,A,2020-12-29 00:00:00,2020-12-29 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
253,DIRECCION GENERAL DE INFRACCIONES,A,2020-09-17 00:00:00,2020-09-17 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
258,CESAC 46,A,2020-11-04 00:00:00,2020-11-04 00:00:00,1,1.0,3,6,1,2.16.840.1.113883.2.10.27,
269,SANATORIO ANCHORENA,A,2021-01-04 00:00:00,2021-01-04 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
270,CIAREC,A,2021-01-04 00:00:00,2021-01-04 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
277,HOSPITAL DE CLINICAS JOSE DE SAN MARTIN,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
278,ENERI,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
279,BANCARIO - POLICLINICA BANCARIA 9 DE JULIO ,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
280,SANTA ISABEL CLINICA Y MATERNIDAD,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
281,CLINICA SAN CAMILO,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
282,SANATORIO OTAMENDI Y MIROLI S.A.,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
283,SANATORIO DE LA PROVIDENCIA,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
284,SANATORIO RAMON CEREIJO,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
285,UAI - CENTRO MEDICO DE REHABILITACION SANTA BARBARA,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
286,CLINICA DE LOS VIRREYES,A,2021-01-07 00:00:00,2021-01-07 00:00:00,1,1.0,3,2,2,2.16.840.1.113883.2.10.27,
